Date;Infections;Dead;Recover;Infect_by_date
25.04.2020;93;6;9;78
26.04.2020;110;7;9;94
27.04.2020;124;8;13;103
28.04.2020;128;8;14;106
29.04.2020;142;8;14;120
30.04.2020;149;8;17;124
01.05.2020;153;8;17;128
02.05.2020;177;8;19;150
03.05.2020;195;8;19;168
04.05.2020;196;8;19;169
05.05.2020;214;8;24;182
06.05.2020;226;8;35;183
07.05.2020;243;8;41;194
08.05.2020;270;8;51;211
09.05.2020;277;8;59;210
10.05.2020;293;8;66;219
11.05.2020;308;8;67;233
12.05.2020;328;8;67;253
13.05.2020;339;8;96;235
14.05.2020;351;8;102;241
15.05.2020;367;8;112;247
16.05.2020;386;8;132;246
17.05.2020;405;9;132;264
18.05.2020;424;9;132;283
19.05.2020;451;9;142;300
20.05.2020;461;9;161;291
21.05.2020;494;9;172;313
22.05.2020;513;9;183;321
23.05.2020;543;9;201;333
24.05.2020;566;9;201;356
25.05.2020;592;10;208;374
26.05.2020;608;10;238;360
27.05.2020;629;10;268;351
28.05.2020;671;10;293;368
29.05.2020;723;10;306;407
30.05.2020;765;10;332;423
31.05.2020;824;10;340;474
01.06.2020;887;10;340;537
02.06.2020;910;10;359;541
03.06.2020;954;10;368;576
04.06.2020;1066;10;403;653
05.06.2020;1131;11;420;700
06.06.2020;1163;12;437;714
07.06.2020;1232;12;437;783
08.06.2020;1269;12;440;817
09.06.2020;1306;12;454;840
10.06.2020;1366;12;475;879
11.06.2020;1425;12;486;927
12.06.2020;1535;16;506;1013
13.06.2020;1635;19;507;1109
14.06.2020;1740;19;517;1204
15.06.2020;1838;19;522;1297
16.06.2020;1901;19;525;1357
17.06.2020;1996;19;534;1443
18.06.2020;2047;19;571;1457
19.06.2020;2088;19;611;1458
20.06.2020;2183;19;665;1499
21.06.2020;2278;19;669;1590
22.06.2020;2353;19;669;1665
23.06.2020;2414;19;736;1659
24.06.2020;2458;19;785;1654
25.06.2020;2527;19;797;1711
26.06.2020;2564;19;838;1707
27.06.2020;2609;21;911;1677
28.06.2020;2667;21;912;1734
29.06.2020;2722;21;918;1783
30.06.2020;2757;22;984;1751
01.07.2020;2830;23;1035;1772
02.07.2020;2875;23;1091;1761
03.07.2020;2932;25;1245;1662
04.07.2020;2967;26;1342;1599
05.07.2020;3018;26;1348;1644
06.07.2020;3044;28;1400;1616
07.07.2020;3082;31;1474;1577
08.07.2020;3109;31;1599;1479
09.07.2020;3137;33;1661;1443
10.07.2020;3172;34;1769;1369
11.07.2020;3198;34;1845;1319
12.07.2020;3214;36;1885;1293
13.07.2020;3245;36;1891;1318
14.07.2020;3257;38;1954;1265
15.07.2020;3291;39;2022;1230
16.07.2020;3327;41;2093;1193
17.07.2020;3354;42;2156;1156
18.07.2020;3372;43;2207;1122
19.07.2020;3402;45;2207;1150
20.07.2020;3421;45;2221;1155
21.07.2020;3437;46;2247;1144
22.07.2020;3454;46;2299;1109
23.07.2020;3486;48;2341;1097
24.07.2020;3534;49;2358;1127
25.07.2020;3554;51;2410;1093
26.07.2020;3582;51;2410;1121
27.07.2020;3618;52;2410;1156
28.07.2020;3633;52;2444;1137
29.07.2020;3646;53;2487;1106
30.07.2020;3686;53;2529;1104
31.07.2020;3728;54;2564;1110
01.08.2020;3761;54;2599;1108
02.08.2020;3797;54;2600;1143
03.08.2020;3834;54;2600;1180
04.08.2020;3835;55;2623;1157
05.08.2020;3839;55;2649;1135
06.08.2020;3869;55;2747;1067
07.08.2020;3889;55;2772;1062
08.08.2020;3908;57;2803;1048
09.08.2020;3928;57;2803;1068
10.08.2020;3961;57;2803;1101
11.08.2020;3982;58;2820;1104
12.08.2020;4001;58;2854;1089
13.08.2020;4038;58;2900;1080
14.08.2020;4070;59;2928;1083
15.08.2020;4109;59;2971;1079
16.08.2020;4143;59;2971;1113
17.08.2020;4190;59;2971;1160
18.08.2020;4215;60;3010;1145
19.08.2020;4242;60;3053;1129
20.08.2020;4279;60;3094;1125
21.08.2020;4314;61;3131;1122
22.08.2020;4350;61;3167;1122
23.08.2020;4384;61;3169;1154
24.08.2020;4434;61;3169;1204
25.08.2020;4458;61;3193;1204
26.08.2020;4499;61;3214;1224
27.08.2020;4527;62;3241;1224
28.08.2020;4557;62;3255;1240
29.08.2020;4581;62;3288;1231
30.08.2020;4603;65;3334;1204
31.08.2020;4635;65;3343;1227
01.09.2020;4638;65;3400;1173
02.09.2020;4662;65;3430;1167
03.09.2020;4685;65;3467;1153
04.09.2020;4711;65;3490;1156
05.09.2020;4745;65;3527;1153
06.09.2020;4766;65;3527;1174
07.09.2020;4791;65;3527;1199
08.09.2020;4812;65;3568;1179
09.09.2020;4832;65;3602;1165
10.09.2020;4859;65;3619;1175
11.09.2020;4877;65;3645;1167
12.09.2020;4915;65;3686;1164
13.09.2020;4947;65;3689;1193
14.09.2020;4968;65;3691;1212
15.09.2020;4982;65;3743;1174
16.09.2020;5001;65;3774;1162
17.09.2020;5030;65;3822;1143
18.09.2020;5057;65;3849;1143
19.09.2020;5091;65;3887;1139
20.09.2020;5133;65;3889;1179
21.09.2020;5172;65;3889;1218
22.09.2020;5196;65;3932;1199
23.09.2020;5219;65;3964;1190
24.09.2020;5244;65;3986;1193
25.09.2020;5276;65;4001;1210
26.09.2020;5320;65;4020;1235
27.09.2020;5361;65;4023;1273
28.09.2020;5398;65;4028;1305
29.09.2020;5412;65;4052;1295
30.09.2020;5446;65;4064;1317
01.10.2020;5476;65;4079;1332
02.10.2020;5514;65;4093;1356
03.10.2020;5562;66;4113;1383
04.10.2020;5611;66;4115;1430
05.10.2020;5661;66;4133;1462
06.10.2020;5719;66;4141;1512
07.10.2020;5769;66;4169;1534
08.10.2020;5818;66;4195;1557
09.10.2020;5855;67;4205;1583
10.10.2020;5900;67;4242;1591
11.10.2020;5956;67;4242;1647
12.10.2020;6019;67;4242;1710
13.10.2020;6080;67;4279;1734
14.10.2020;6144;67;4301;1776
15.10.2020;6208;67;4334;1807
16.10.2020;6274;67;4355;1852
17.10.2020;6349;67;4376;1906
18.10.2020;6435;67;4376;1992
19.10.2020;6524;67;4376;2081
20.10.2020;6622;67;4393;2162
21.10.2020;6707;68;4411;2228
22.10.2020;6805;68;4428;2309
23.10.2020;6902;68;4446;2388
24.10.2020;7011;68;4473;2470
25.10.2020;7121;68;4473;2580
26.10.2020;7231;68;4473;2690
27.10.2020;7341;68;4507;2766
28.10.2020;7457;69;4547;2841
29.10.2020;7572;70;4580;2922
30.10.2020;7682;70;4629;2983
31.10.2020;7799;70;4668;3061
01.11.2020;7918;70;4668;3180
02.11.2020;8035;70;4668;3297
03.11.2020;8155;70;4715;3370
04.11.2020;8281;70;4744;3467
05.11.2020;8401;70;4744;3587
06.11.2020;8519;70;4782;3667
07.11.2020;8646;70;4810;3766
08.11.2020;8774;70;4811;3893
09.11.2020;8859;70;4815;3974
10.11.2020;8988;70;4856;4062
11.11.2020;9118;70;4915;4133
12.11.2020;9255;70;4955;4230
13.11.2020;9403;72;4995;4336
14.11.2020;9555;72;5054;4429
15.11.2020;9705;72;5069;4564
16.11.2020;9865;72;5084;4709
17.11.2020;10035;72;5119;4844
18.11.2020;10202;72;5462;4668
19.11.2020;10367;72;5650;4645
20.11.2020;10530;72;5793;4665
21.11.2020;10699;72;5943;4684
22.11.2020;10866;72;5964;4830
23.11.2020;11035;72;6106;4857
24.11.2020;11205;72;6180;4953
25.11.2020;11380;72;6295;5013
26.11.2020;11558;72;6408;5078
27.11.2020;11738;72;6517;5149
28.11.2020;11923;72;6601;5250
29.11.2020;12118;72;6668;5378
30.11.2020;12312;73;6683;5556
01.12.2020;12507;73;6845;5589
02.12.2020;12702;74;6908;5720
03.12.2020;12901;75;6973;5853
04.12.2020;13100;76;7062;5962
05.12.2020;13298;76;7179;6043
06.12.2020;14178;77;7267;6834
07.12.2020;14428;77;7451;6900
08.12.2020;14712;79;7489;7144
09.12.2020;15047;79;7557;7411
10.12.2020;15318;80;7793;7445
11.12.2020;15615;81;8012;7522
12.12.2020;15945;82;8173;7690
13.12.2020;16274;84;8292;7898
14.12.2020;16602;86;8324;8192
15.12.2020;16950;86;8418;8446
16.12.2020;17309;87;8680;8542
17.12.2020;17666;89;9064;8513
18.12.2020;18041;92;9359;8590
19.12.2020;18434;92;9648;8694
20.12.2020;18829;93;9699;9037
21.12.2020;19223;95;9758;9370
22.12.2020;19621;96;10037;9488
23.12.2020;20037;96;10295;9646
24.12.2020;20479;97;10592;9790
25.12.2020;20895;98;10817;9980
26.12.2020;21320;98;11061;10161
27.12.2020;21718;98;11160;10460
28.12.2020;22114;98;11195;10821
29.12.2020;22508;98;11363;11047
30.12.2020;22903;99;11775;11029
31.12.2020;23295;100;12060;11135
01.01.2021;23598;100;12179;11319
02.01.2021;23868;100;12236;11532
03.01.2021;24073;101;12414;11558
04.01.2021;24318;101;12502;11715
05.01.2021;24513;102;12769;11642
06.01.2021;24755;102;12943;11710
07.01.2021;25016;104;13070;11842
08.01.2021;25183;104;13126;11953
09.01.2021;25366;105;13342;11919
10.01.2021;25571;106;13605;11860
11.01.2021;25810;106;13740;11964
12.01.2021;26039;107;13981;11951
13.01.2021;26284;108;14308;11868
14.01.2021;26483;108;14498;11877
15.01.2021;26757;110;14579;12068
16.01.2021;26941;111;14829;12001
17.01.2021;27212;111;14944;12157
18.01.2021;27422;112;14958;12352
19.01.2021;27605;114;15159;12332
20.01.2021;27802;115;15504;12183
21.01.2021;27934;117;15887;11930
22.01.2021;28129;118;16121;11890
23.01.2021;28292;120;16313;11859
24.01.2021;28473;121;16349;12003
25.01.2021;28565;122;16461;11982
26.01.2021;28710;124;16748;11838
27.01.2021;28773;127;16982;11664
28.01.2021;28871;128;17197;11546
29.01.2021;29007;130;17387;11490
30.01.2021;29178;131;17470;11577
31.01.2021;29328;132;17638;11558
01.02.2021;29493;135;17710;11648
02.02.2021;29608;137;17943;11528
03.02.2021;29650;139;18086;11425
04.02.2021;29751;139;18295;11317
05.02.2021;29875;140;18593;11142
06.02.2021;30038;140;18779;11119
07.02.2021;30121;142;18881;11098
08.02.2021;30214;144;18918;11152
09.02.2021;30254;145;19138;10971
10.02.2021;30335;146;19253;10936
11.02.2021;30411;148;19446;10817
12.02.2021;30476;150;19587;10739
13.02.2021;30591;152;19705;10734
14.02.2021;30702;153;19742;10807
15.02.2021;30806;155;19827;10824
16.02.2021;30864;157;19934;10773
17.02.2021;30923;159;20039;10725
18.02.2021;30993;161;20173;10659
19.02.2021;31108;163;20423;10522
20.02.2021;31199;165;20526;10508
21.02.2021;31314;165;20593;10556
22.02.2021;31425;165;20662;10598
23.02.2021;31542;168;20706;10668
24.02.2021;31596;168;20740;10688
25.02.2021;31659;168;20877;10614
26.02.2021;31731;168;20974;10589
27.02.2021;31806;168;21065;10573
28.02.2021;31902;168;21086;10648
01.03.2021;31996;169;21093;10734
02.03.2021;32095;171;21218;10706
03.03.2021;32184;173;21373;10638
04.03.2021;32276;175;21520;10581
05.03.2021;32366;178;21637;10551
06.03.2021;32463;180;21701;10582
07.03.2021;32557;181;21735;10641
08.03.2021;32655;184;21765;10706
09.03.2021;32744;186;21775;10783
10.03.2021;32797;188;21844;10765
11.03.2021;32831;191;21973;10667
12.03.2021;32906;193;22082;10631
13.03.2021;33000;196;22210;10594
14.03.2021;33097;199;22218;10680
15.03.2021;33192;202;22236;10754
16.03.2021;33284;205;22325;10754
17.03.2021;33336;208;22381;10747
18.03.2021;33402;211;22570;10621
19.03.2021;33470;214;22674;10582
20.03.2021;33543;214;22759;10570
21.03.2021;33613;214;22783;10616
22.03.2021;33682;214;22795;10673
23.03.2021;33750;217;22878;10655
24.03.2021;33813;220;22944;10649
25.03.2021;33886;223;23046;10617
26.03.2021;33962;227;23202;10533
27.03.2021;34031;229;23305;10497
28.03.2021;34102;232;23326;10544
29.03.2021;34148;235;23334;10579
30.03.2021;34199;239;23416;10544
31.03.2021;34266;244;23527;10495
01.04.2021;34343;246;23591;10506
02.04.2021;34432;251;23704;10477
03.04.2021;34523;252;23765;10506
04.04.2021;34604;257;23800;10547
05.04.2021;34683;261;23840;10582
06.04.2021;34734;266;23893;10575
07.04.2021;34784;266;23937;10581
08.04.2021;34828;267;24022;10539
09.04.2021;34895;270;24308;10317
10.04.2021;34965;275;24425;10265
11.04.2021;35032;279;24425;10328
12.04.2021;35098;281;24425;10392
13.04.2021;35147;286;24472;10389
14.04.2021;35206;289;24526;10391
15.04.2021;35257;291;24646;10320
16.04.2021;35327;296;24782;10249
17.04.2021;35400;298;24914;10188
18.04.2021;35471;303;25052;10116
19.04.2021;35540;307;25178;10055
20.04.2021;35589;309;25316;9964
21.04.2021;35644;313;25465;9866
22.04.2021;35703;315;25618;9770
23.04.2021;35762;320;25789;9653
24.04.2021;35831;324;25990;9517
25.04.2021;35909;326;26207;9376
26.04.2021;35960;331;26422;9207
27.04.2021;36005;334;26635;9036
28.04.2021;36057;336;26851;8870
29.04.2021;36122;336;27060;8726
30.04.2021;36191;338;27271;8582
01.05.2021;36263;342;27489;8432
02.05.2021;36353;346;27690;8317
03.05.2021;36430;348;27884;8198
04.05.2021;36499;353;28081;8065
05.05.2021;36550;356;28282;7912
06.05.2021;36585;358;28489;7738
07.05.2021;36634;361;28704;7569
08.05.2021;36674;361;28913;7400
09.05.2021;36731;365;29110;7256
