,0,1,2,3,4,5
0,0.0034230266168239565,8.660347456633906e-05,6.562145208323527e-06,4.329575109057665e-06,1.1354652291669204e-09,0.996479477052821
1,0.000618916658086016,8.358234737445499e-06,5.019397784284712e-07,3.0066321926372347e-07,9.354574028674115e-11,0.999371922410627
2,0.00012345254217000867,9.656546671151856e-07,4.3262341574423645e-08,2.2614894771041906e-08,1.1004898682044145e-11,0.9998755159149144
3,2.409874165400157e-05,1.1432065594607782e-07,3.4312833737198114e-09,1.4826473055984883e-09,1.445290221800071e-12,0.9999757820223077
4,5.134261735115771e-06,1.6036780537967664e-08,2.832275594249982e-10,9.551704645762839e-11,2.5838801964999976e-13,0.9999948493224754
5,1.3606715801540035e-06,2.821007268127647e-09,2.5162555934404622e-11,6.182269581186446e-12,7.371586019017059e-14,0.9999986364759874
6,5.768016517440343e-07,7.152679553587933e-10,2.621587143424362e-12,4.3616008775646727e-13,3.610639525605137e-14,0.9999994224799799
7,4.070058505570045e-07,3.1806652051197013e-10,3.8982390607141323e-13,4.0951628080407395e-14,2.3680607829191836e-14,0.999999592675622
8,3.704290210780768e-07,2.2941829849084118e-10,1.0896580095982335e-13,5.9663275684334584e-15,1.6996314464169686e-14,0.9999996293414222
9,3.7017219172204354e-07,2.068392603653284e-10,5.864845311775929e-14,1.1749419266331028e-15,1.295190752540721e-14,0.9999996296208897
10,4.028314644947571e-07,2.0195986215754462e-10,4.529480976621347e-14,2.647802732612886e-16,1.0893340812931561e-14,0.9999995969665126
11,5.242712339893427e-07,2.0262984677222718e-10,3.9768208789722156e-14,6.644248940188586e-17,7.415947922825429e-15,0.9999994755260824
12,9.65261073164678e-07,2.370286521580785e-10,4.0579609033003735e-14,3.069974696522221e-17,7.594509663842063e-15,0.9999990345018434
13,2.4201012059379593e-06,3.6703136095454366e-10,5.249517378668166e-14,3.439441836060396e-17,9.16919278428761e-15,0.9999975795316944
14,7.148715176671834e-06,8.160853599649074e-10,9.93579482288825e-14,7.201375627083945e-17,1.6353140365568074e-14,0.9999928504686156
15,2.1697781624192693e-05,2.2925230258940267e-09,2.56475055452478e-13,1.931134002209055e-16,3.417072066910639e-14,0.9999782999255553
16,6.402103895020927e-05,7.005472725825858e-09,7.567689089062147e-13,5.879896175950553e-16,9.511485065670722e-14,0.9999359719547182
17,0.0001716640978241534,1.9892944120937406e-08,2.1097745670246473e-12,1.45992094456753e-15,1.4953231861665797e-13,0.9998283160069643
18,0.0004505197984828927,5.573577996090373e-08,5.9104731920495776e-12,4.1059332064555015e-15,3.9400418620671597e-13,0.999549424459422
19,0.0010785369909488687,1.437095165679309e-07,1.4986904309763395e-11,9.750780115712034e-15,6.767510375599592e-13,0.9989213192838547
20,0.002433850139929412,3.419819990094934e-07,3.517050379662871e-11,2.1525254625115362e-14,1.115887366940738e-12,0.9975658078417572
21,0.005195904207532218,7.634128057037891e-07,7.725543820439509e-11,4.4508962049113384e-14,1.7208821547741798e-12,0.9948033323006347
22,0.010504763925479776,1.6024366309720192e-06,1.6054924770013026e-10,8.224827194764765e-14,2.0317059724273844e-12,0.9894936334752196
23,0.020387132543956417,3.377483832943092e-06,3.383306871227755e-10,1.7787048851924894e-13,4.2034752957048924e-12,0.979609489629492
24,0.036807555656490784,6.423174148699826e-06,6.351996835447847e-10,3.026546359763913e-13,4.738954066165236e-12,0.9631860205291126
25,0.06289567953330744,1.1513048031133112e-05,1.1380939204824306e-09,4.769413194711335e-13,4.890793678199539e-12,0.9370928062751933
26,0.10231413544782557,2.044318638953991e-05,2.076382215269624e-09,7.69183688892937e-13,5.5048637009173725e-12,0.897665419283122
27,0.15807295227656443,3.7063323843945943e-05,3.919310427413899e-09,1.5845909241784785e-12,1.4210366400388812e-11,0.8418899804644799
28,0.22853004632769341,5.766296135278426e-05,6.1604819799816345e-09,2.1369971402500777e-12,1.1363272440157585e-11,0.771412284536965
29,0.3134036099490587,8.611067117550348e-05,9.138379311213021e-09,3.295356738431406e-12,1.648373585932097e-11,0.686510270221601
30,0.4085437461013627,0.00011265723809126251,1.1479655594996638e-08,3.778426306372149e-12,1.1370843869244429e-11,0.5913435851657347
31,0.5095509999406869,0.00013496362303924963,1.314160713351645e-08,3.3377182358429e-12,3.8768392604435065e-12,0.490314023287446
32,0.6103881077382374,0.00017765981233872516,1.7153443216636154e-08,5.164632411215256e-12,7.69323992880283e-12,0.3894342152831165
33,0.7048502843037152,0.00020380145278665367,1.9340443166172643e-08,4.577085662763935e-12,3.008176045504011e-12,0.29494589489546336
34,0.7866496602422459,0.00024019425265770639,2.324709384630628e-08,4.505456825268958e-12,1.6176557693887007e-12,0.21311012225187334
35,0.8518723591739429,0.000318245608200478,3.2484434262552726e-08,9.155875568307637e-12,8.265219000080179e-12,0.14780936271599562
36,0.9041275913983926,0.000328320984570153,3.2363374803940547e-08,7.540889713743997e-12,3.0673261341376807e-12,0.09554405524304808
37,0.9424514721193291,0.0003024512002276288,2.802941718758298e-08,4.016201967486641e-12,3.3882181542296134e-13,0.057246048646665104
38,0.9661137459246157,0.0003520578720508004,3.340395369384569e-08,6.950984119004803e-12,1.3175340104767694e-12,0.03353416279110525
39,0.981328952134601,0.00035954285617764546,3.4303682399794785e-08,5.419278813830331e-12,4.2877253173358506e-13,0.018311470699684994
40,0.9899976497879259,0.0003877813919166654,3.777245044014336e-08,6.196206558440142e-12,4.615522401437398e-13,0.0096145310410433
41,0.994796006671904,0.0004122181912103302,3.982645702793439e-08,8.379551227739158e-12,8.881761315124576e-13,0.0047917353011548425
42,0.9976158387627652,0.0003480863108950855,3.070786945803194e-08,3.6037815089902265e-12,5.1903973620886016e-14,0.0020360442148087523
43,0.9987910901383295,0.0003558266158235479,3.074301710155448e-08,4.607409926049522e-12,8.92900868869661e-14,0.0008530524981274613
44,0.9993140644700791,0.0003537573513633064,2.998948630175034e-08,4.134856320565197e-12,4.658389731787683e-14,0.00033214818488408926
45,0.9995203388781991,0.00035719807377230747,2.9563067101616848e-08,4.647821048506338e-12,5.07271635768876e-14,0.00012243348025707814
46,0.9996387014729808,0.00032264181681527484,2.4937157426818146e-08,2.9307514490238633e-12,9.406222602941433e-15,3.8631770100784056e-05
47,0.9996710620210812,0.0003173696508539156,2.3984437413774313e-08,2.7806958678090387e-12,6.100403290330169e-15,1.1544340835255965e-05
48,0.999664793044361,0.0003318088152874178,2.5505167687791474e-08,3.0561290799882352e-12,5.874982270721102e-15,3.372632116565985e-06
49,0.9996525887528493,0.0003464367922386768,2.7115869126002713e-08,3.2326049974519976e-12,4.997795371515627e-15,9.473358000711037e-07
50,0.999649186041158,0.0003505392647092015,2.748367234522052e-08,2.989233402196272e-12,2.83336530124386e-15,2.47207463006133e-07
51,0.9996447162142515,0.0003551950841502383,2.790274381796477e-08,2.773055018952431e-12,1.595572026513826e-15,6.079607432568e-08
52,0.9996277289271891,0.00037222659207945407,2.9396136104248707e-08,3.673927156490431e-12,2.7779816122123406e-15,1.5080913176311966e-08
53,0.9996679345806547,0.0003320377356422757,2.4870573142021473e-08,1.5475217352980768e-12,1.339373063954933e-16,2.811576998657289e-09
54,0.9996022958410008,0.00039767111476794465,3.228067801148111e-08,4.200035790048753e-12,2.1375128727096486e-15,7.593454802008108e-10
55,0.9996315869966519,0.00036838406947529116,2.874491632589672e-08,2.019301466618888e-12,1.4805716832656819e-16,1.8693154960157217e-10
56,0.9996063432568396,0.0003936253907756561,3.125293852816655e-08,3.1442017208909222e-12,4.278918348171061e-16,9.629602772280656e-11
57,0.999631099125755,0.00036887293333078333,2.7878617303840245e-08,2.0631263632796168e-12,7.980159501559051e-17,6.02284692368101e-11
58,0.9996358262406649,0.00036414682091496093,2.6884452382653642e-08,2.1822165049770552e-12,6.87795674793326e-17,5.178060277655329e-11
