,0
324,1105.3196023309647
325,1071.936154009887
326,1039.552843264526
327,1018.1689650193111
328,1041.7840305563477
329,1041.3988641673168
330,1065.0132418863432
331,1084.6276833464399
332,1110.2425809120614
333,1072.858783645046
334,1044.475275860772
335,1025.0915793559252
336,1008.7075150508645
337,1013.3228658648877
338,1015.9379501250296
339,1023.5528790263816
340,1021.167885855757
341,1021.7828664075678
342,1020.3978288556063
343,1026.0127023711575
344,1028.6276463558315
345,1035.2427512211107
346,1032.8583640179459
347,994.4747944141054
348,937.0914897556977
349,920.7074087314431
350,923.3226416969337
351,928.9375764426441
352,932.55253064317
353,933.1677711308439
354,893.7836617106695
355,868.3995449067661
356,845.015334620577
357,826.6309970942202
358,805.2466317349099
359,782.8622475772427
360,759.4778456432177
361,731.0934210263949
362,712.7088153745717
363,697.3241207173778
364,674.9394954476084
365,654.5549467768578
366,609.1706670508138
367,568.786274241058
368,544.4015261166278
369,530.0164419265493
370,527.6310802780135
371,527.2456480767214
372,516.8603613156738
373,504.47526207797637
374,464.09055251935933
375,422.7059484761412
376,375.3213202857514
377,350.93637917386513
378,329.5512933259088
379,305.1661923540014
380,279.78112555484404
381,237.39619674794085
382,205.0111839606252
383,164.62613940217125
384,143.24086227826047
385,124.85548016563553
386,104.47009357812203
387,82.08476182028244
388,39.699599682717235
389,3.314393826884043
390,-29.07089080685546
391,-61.456243167871435
392,-83.8417238361726
393,-97.22726546088961
394,-137.61259540529136
395,-183.99786254281935
396,-223.38322491487634
397,-249.76874824149854
398,-272.15437121723517
399,-291.54008106241963
400,-292.9259298979232
401,-307.31169137682446
402,-329.6973375807938
403,-370.0828079812709
404,-426.4681591742701
405,-468.8535980028173
406,-520.2390389363718
407,-554.6246108208361
408,-593.0101976851292
409,-632.3957945975781
410,-672.7814022836465
411,-709.1670291878836
412,-768.5525648609473
413,-802.9382619744356
414,-829.3240494824495
415,-853.7098580949823
416,-894.0955930716664
417,-926.4813615489838
418,-963.8670997114023
419,-1020.2527450900379
420,-1073.6384159335648
421,-1113.0241616241183
422,-1171.409832685349
423,-1237.7954891054615
424,-1278.181285220664
425,-1319.5671110046314
426,-1358.952959058326
427,-1397.3388113046894
428,-1453.7245918995322
429,-1510.110367533911
430,-1581.4961083485687
431,-1625.881968678419
432,-1674.267839821805
433,-1720.653727439283
434,-1771.039609568972
435,-1823.425492471877
436,-1875.8113828324203
437,-1934.197266463343
438,-1982.5831953678207
439,-2028.9691457552472
440,-2072.3551164135934
441,-2113.741100210842
442,-2161.1270723934213
443,-2207.5130532721887
444,-2253.89904293733
445,-2296.2850532605516
446,-2334.671084668633
447,-2368.05713884101
448,-2396.4432125545136
449,-2428.8292814925517
450,-2456.2153688714025
451,-2478.6014763801577
452,-2494.9876063798874
453,-2504.373761245304
454,-2505.7599431634007
455,-2499.146151887966
456,-2483.5323887382547
457,-2461.918643215984
458,-2445.304887737693
459,-2421.6911517240733
460,-2392.0774352181834
461,-2356.463738329141
462,-2314.8500604252476
463,-2271.236391297869
464,-2223.6227350229165
465,-2175.0090841962156
466,-2124.395441131477
467,-2071.781806452702
468,-2016.1681821811944
469,-1961.554555876668
470,-1912.9409130771455
471,-1863.327269628171
472,-1824.7135939813961
473,-1786.0999155666723
474,-1748.48623548029
475,-1706.8725673790468
476,-1667.2588939858324
477,-1630.6452109238817
478,-1595.0315236192473
479,-1561.4178300545536
480,-1527.8041368775375
481,-1492.1904507226718
482,-1455.5767678880802
483,-1421.963075199783
484,-1391.3493723367137
485,-1359.7356708983643
486,-1331.1219587786181
487,-1306.5082331756566
488,-1279.894512091305
489,-1256.2807828831938
490,-1228.6670652716493
491,-1204.0533389530901
492,-1179.4396115528361
493,-1155.8258807403472
494,-1132.2121489312267
495,-1110.598409358281
496,-1091.9846584678526
497,-1075.3709010170642
498,-1054.757155367217
499,-1037.1433997878994
500,-1022.5296323824077
501,-1010.9158552076333
502,-995.3020912078428
503,-977.6883345397728
504,-962.0745709518378
505,-949.4607962930313
506,-938.8470158331038
507,-922.2332540133866
508,-908.6194836822033
509,-896.0057087971654
510,-885.391927768047
511,-871.7781547686318
512,-863.164366333498
513,-853.5505790109819
514,-847.9367811853808
515,-834.3230080711146
516,-822.7092285118706
517,-819.0954231304931
518,-813.4816226757903
519,-805.8678271208337
520,-806.2540058546583
521,-809.640173642234
522,-812.026343527119
523,-818.4125036502519
524,-817.7986850171656
525,-819.1848617884534
526,-823.571029097453
527,-830.9571891821906
528,-831.3433715606589
529,-827.7295671219836
530,-829.1157495534353
531,-829.5019346115296
532,-829.8881216226218
533,-825.2743243230507
534,-818.6605340898241
535,-813.046740790036
536,-812.4329343787831
537,-806.8191428843056
538,-796.2053682548576
539,-780.5916114685897
540,-754.9778859467551
541,-723.3641810136323
542,-687.7504901699867
543,-649.1368101605767
544,-608.5231392074493
545,-560.909492830353
546,-503.2958797606916
547,-446.68226990717085
548,-384.0686817189053
549,-320.45510261762684
550,-252.8415420247984
551,-180.22800486476626
552,-103.61449000101129
553,-22.001003530080197
554,68.61243754986936
555,168.22582892181526
556,273.8391785551066
557,381.4524986080942
558,493.06577851255133
559,610.6790033611614
560,737.2921530365711
561,870.9052276459552
562,1008.5182341426553
563,1149.1311712562892
564,1292.7440317430883
565,1438.3568092515416
566,1589.9694697296509
567,1745.5820059281032
568,1906.1943969832791
569,2068.806645231387
570,2231.4187438118024
571,2399.0306315448397
572,2568.6422848304064
573,2746.253606158374
574,2928.8645492809155
575,3118.4750282144523
576,3309.0850137808156
577,3499.6943789660945
578,3687.302765483146
579,3876.908875526351
580,4069.508652808283
581,4267.089252221391
582,4465.61199285381
583,4661.966959753576
584,4854.862470250635
585,5047.576725838291
586,5235.452067223305
587,5419.949919571991
588,5594.107942246046
589,5744.35806684901
590,5847.003746819668
591,5870.0649293443275
592,5778.774283764091
593,5520.473351247339
594,5046.864712697483
595,4322.4631209954605
596,3344.5254031202057
597,2139.632991630213
598,775.084367838208
599,-650.1859488698028
600,-2025.9156565931844
601,-3259.0523183789046
602,-4279.394389285109
603,-5058.859336854497
604,-5600.1738665387675
605,-5935.007027061729
606,-6109.356203765696
607,-6166.127419680881
608,-6152.122448934082
609,-6096.051647831759
610,-6022.120939870816
611,-5941.767493267587
612,-5864.857481734434
613,-5787.705968450318
614,-5713.537660185582
615,-5642.4479279828665
616,-5569.952623096033
617,-5500.2844839869795
618,-5432.545039810269
619,-5364.776938775176
620,-5301.997343617419
621,-5240.2131552329665
622,-5180.426994225156
623,-5120.639900737791
624,-5061.852232536825
625,-5005.064119420829
626,-4950.275647853778
627,-4895.486918352501
628,-4839.697980470679
629,-4785.908796560179
630,-4733.119393471279
631,-4682.329776958693
632,-4632.539984322502
633,-4582.750037907754
634,-4537.959874877677
635,-4493.1695751178195
636,-4453.379091093826
637,-4413.588506481057
638,-4375.797808127463
639,-4341.006992785697
640,-4306.2161116779025
641,-4271.425157347461
642,-4243.634023418519
643,-4220.842699874251
644,-4218.05101198527
645,-4216.2591962546285
646,-4228.467116401225
647,-4246.674839511557
648,-4286.882192912191
649,-4326.089488274694
650,-4365.29675866304
651,-4407.503974763706
652,-4448.711198587014
653,-4485.918469446711
654,-4528.125679097095
655,-4566.332967179711
656,-4597.540426524371
657,-4618.7481439854455
658,-4624.95621389919
659,-4617.16461488395
660,-4599.37324768753
661,-4576.581988162841
662,-4554.790728849621
663,-4527.999535228562
664,-4499.208378634459
665,-4464.417312046979
666,-4422.626357636604
667,-4369.83556057424
668,-4306.044908398893
669,-4230.254383704465
670,-4146.463918354406
671,-4051.6735247785255
672,-3943.883205804261
673,-3824.092929945342
674,-3692.3026741707145
675,-3552.512400892345
676,-3386.722246013407
677,-3208.932088448113
678,-3006.142027024296
679,-2754.3522256331635
680,-2452.5626672917715
681,-2115.7733203596435
682,-1725.984922201431
683,-1306.2023882660287
684,-836.462811156176
685,-305.0053590823227
686,278.8496412954555
687,912.0176095734932
688,1565.7373663664912
689,2172.981391198351
690,2552.5248661557853
691,2498.54215550801
692,1790.4597033064783
693,489.13910039262555
694,-988.3621995284338
695,-2142.2967115127394
696,-2631.822679580262
697,-2479.508184879902
698,-1951.6800948022428
699,-1241.4657287182345
700,-472.8514106609655
701,305.34244350613153
702,1090.2112802617776
703,1880.6826827057375
704,2663.2323002353514
705,3415.790432224865
706,4130.349689988347
707,4785.909354378586
708,5402.469253723626
709,5974.029323946204
710,6473.589537101099
711,6790.149917727424
712,6888.710440586496
713,7178.270868911146
714,7402.8313422462525
715,7559.3918568725785
716,7594.952430039106
717,7562.513033660332
718,7678.073572906011
719,7791.634114431145
720,7903.19465914552
721,8012.755206899295
722,8115.315759467398
723,8183.87632612267
724,8206.436909633296
725,8297.99746988638
726,8387.558031954206
727,8452.11860330675
728,8512.679176924707
729,8528.239765198392
730,8498.800367901378
731,8392.360994589268
732,8407.92158314849
733,8418.482173083103
734,8395.042773720954
735,8366.603376105617
736,8324.16398296754
737,8272.724592819417
738,8217.285204034997
739,8180.845809222141
740,8147.40641342508
741,8107.967019624222
742,8064.527627220377
743,8020.08823525114
744,7971.648844697091
745,7925.209453579417
746,7879.770062191965
747,7837.330669883871
748,7787.891280078009
749,7734.451891779463
750,7690.012500451005
751,7646.573108835291
752,7598.1337190985505
753,7548.6943299246195
754,7485.2549460714945
755,7412.815565937068
756,7334.376188515031
757,7254.936811991676
758,7173.497436771446
759,7091.0580624552385
760,7018.618684593748
761,6943.179308369305
762,6866.739933058372
763,6792.300557420123
764,6712.861184547
765,6624.421816448899
766,6528.982452524637
767,6427.5430925539695
768,6322.103735718818
769,6225.664375654669
770,6131.225015625416
771,6033.785658314169
772,5933.346303896673
773,5833.906950313205
774,5733.467598657051
775,5635.028247248149
776,5538.5888960249285
777,5442.149546154149
778,5348.710195772379
779,5257.2708454360545
780,5164.83149708058
781,5075.392148094805
782,4985.952800601037
783,4887.513461358816
784,4777.0741329804005
785,4680.634796407321
786,4581.195464019576
787,4476.756137851349
788,4377.316810111894
789,4271.877489774546
790,4169.438169457615
791,4070.998847900555
792,3975.559525976656
793,3876.120210548077
794,3769.680904921959
795,3670.2415957923513
796,3560.8023001840775
797,3455.3630043282174
798,3347.9237144444487
799,3239.484430561337
800,3115.0451711227506
801,2987.6059215576242
802,2877.1666557991266
803,2769.727390480999
804,2658.2881360388274
805,2543.848892157228
806,2428.4096565941436
807,2310.9704313775146
808,2191.5312172238628
809,2071.092012321111
810,1960.6527982822736
811,1848.2135951309901
812,1732.7744065347215
813,1615.3352319260594
814,1494.8960741554474
815,1373.4569297065755
816,1256.017787917881
817,1141.5786505290744
818,1026.1395269372588
819,911.7004136605829
820,797.2613136993459
821,681.8222309221601
822,564.3831688512291
823,448.94411783956457
824,332.5050862994831
825,217.06606983412348
826,101.62707157949626
827,-11.811913432000438
828,-126.25087419417105
829,-241.6898078007507
830,-359.1287099871406
831,-473.5675993357145
832,-586.0064792801713
833,-680.4454048572807
834,-798.884200932036
835,-918.3229492764076
836,-1033.7616802255507
837,-1148.2003810429305
838,-1262.6390441863477
839,-1375.0776757634303
840,-1488.5162541022873
841,-1605.954754448685
842,-1725.3931845145416
843,-1841.8315760072583
844,-1955.2699317048828
845,-2067.708239887972
846,-2176.14652137502
847,-2280.5847754296556
848,-2385.0229667857348
849,-2490.4610876148217
850,-2589.899198718951
851,-2685.337292020966
852,-2779.775347011615
853,-2866.2134142063587
854,-2953.6513837647362
855,-3051.0891279506905
856,-3155.526676790658
857,-3251.964227170727
858,-3339.4018464663386
859,-3418.839537931315
860,-3496.277248212413
861,-3564.7150629791868
862,-3627.15294178162
863,-3691.590767071568
864,-3755.0285777408426
865,-3812.4664653168
866,-3868.90442246187
867,-3910.3426303818705
868,-3956.7808467467985
869,-3996.2192462824314
870,-4026.6579299838777
871,-4051.0969404464413
872,-4058.536515079715
873,-4046.9767375791707
874,-4013.4175612660474
875,-3977.858585734488
876,-3937.299755278451
877,-3887.741088857947
878,-3833.182499680028
879,-3774.6239369257964
880,-3710.0653791422956
881,-3646.5066873956675
882,-3585.947736113638
883,-3540.388183799194
884,-3611.8272310255124
885,-3562.267707917432
886,-3499.7086850506166
887,-3423.1499390147364
888,-3325.5914441453206
889,-3211.0330527300393
890,-3104.4744751438557
891,-2986.9158558390627
892,-2862.3571454995545
893,-2746.7981836483814
894,-2656.2388797271415
895,-2563.6794833952445
896,-2464.120074539169
897,-2355.5606744674733
898,-2234.0012941368623
899,-2110.4418561208877
900,-1980.8823746320704
901,-1848.3228354840976
902,-1709.7632594006718
903,-1553.2036980291014
904,-1389.6440930802055
905,-1219.0844370674022
906,-1044.5247221576137
907,-848.9650045293383
908,-647.4052277925366
909,-442.845378442682
910,-252.2854035171331
911,-180.72506829969643
912,-157.16459597094217
913,-42.60432598832995
914,-3.0438763459096663
915,32.516595097316895
916,66.07707727325032
917,79.63761595758842
918,6.198355697270017
919,-86.24085112930334
920,-135.68015396952978
921,-176.11948359459348
922,-203.55884479959786
923,-236.9981919452548
924,-274.4375269423035
925,-317.8768439961277
926,-371.3161340187653
927,-417.7554378784844
928,-470.19472365071124
929,-530.6339828993514
930,-600.0732092928229
931,-686.512375921564
932,-795.9514591369516
933,-920.3904815160058
934,-1013.829582766848
935,-1105.2686831549363
936,-1201.7077551810362
937,-1294.1468255088985
938,-1389.5858705837163
939,-1487.0248906194756
940,-1586.4638855178782
941,-1681.9028767677664
942,-1779.3418379810028
943,-1885.7807357272395
944,-1991.219606237777
945,-2100.658425341928
946,-2215.0971808927134
947,-2333.535874030058
948,-2449.974535903806
949,-2561.4131863501098
950,-2668.851815673246
951,-2782.290354569108
952,-2901.728784710809
953,-3026.1671008091216
954,-3154.6053126491606
955,-3272.043531999676
956,-3384.4817227002495
957,-3497.9198202729167
958,-3615.3577800577914
959,-3733.7956107833597
960,-3853.233300359032
961,-3975.6708282618783
962,-4091.1082867106015
963,-4205.545605499225
964,-4321.982708144045
965,-4442.419521738208
966,-4567.8559963903535
967,-4693.292176771749
968,-4815.72809744296
969,-4935.1637262464355
970,-5055.598938680385
971,-5178.033639091431
972,-5298.467786184978
973,-5421.901130151018
974,-5549.3333755336935
975,-5679.764079965476
976,-5800.192298919195
977,-5917.614519134571
978,-6036.0218108630215
979,-6156.392349758738
980,-6278.674490944948
981,-6399.751388603268
982,-6517.370493731141
983,-6631.010936110717
984,-6738.6478270626685
985,-6843.352154812863
986,-6945.678824541217
987,-7037.838035946945
988,-7108.674395379523
989,-7143.58907590594
990,-7118.678511256992
991,-7019.076008004224
992,-6809.3487159758515
993,-6457.5887082497065
994,-5935.302006069862
995,-5224.252162634948
996,-4316.880273127637
997,-3212.3260833276
998,-1951.1082668511372
999,-585.7440241526638
1000,814.6516422361892
1001,2178.4732112804486
1002,3437.4343343626097
1003,4534.841877329833
1004,5445.701880111068
1005,6148.097675679295
1006,6657.234491991461
1007,6993.28554114126
1008,7186.687433666855
1009,7272.376725439157
1010,7281.696547710992
1011,7240.745999617473
1012,7165.454884234932
1013,7071.927332184408
1014,6966.623897958023
1015,6855.622306107936
1016,6741.7766179226455
1017,6625.589855965605
1018,6512.804720303218
1019,6402.767065750377
1020,6294.628083271033
1021,6187.45011370811
1022,6080.257526869827
1023,5970.059434656621
1024,5857.859014403759
1025,5748.65728373226
1026,5640.4547005797795
1027,5534.251447775794
1028,5432.047627544132
1029,5328.843424846127
1030,5221.638950284323
1031,5112.434195973052
1032,5006.229112983041
1033,4902.023742803067
1034,4799.818124581594
1035,4699.61230187834
1036,4594.40637536312
1037,4486.200337442991
1038,4374.994175878877
1039,4273.787783846186
1040,4176.581229932635
1041,4084.3745377311716
1042,3990.1677752675314
1043,3899.9609163112473
1044,3804.754031249977
1045,3702.547129546365
1046,3607.340122606576
1047,3515.1330387532944
1048,3423.925895652821
1049,3341.7186600091227
1050,3260.5113836437376
1051,3172.304110177007
1052,3084.0968040128937
1053,3003.889430569485
1054,2925.6820204900578
1055,2848.474581869683
1056,2776.2671033587103
1057,2700.059619851687
1058,2629.8520973322593
1059,2559.6445580824366
1060,2491.4369977065217
1061,2424.2294226899976
1062,2346.021872965488
1063,2245.8143752491887
1064,2147.6068543268048
1065,2048.3993164514395
1066,1948.1917595763225
1067,1878.9841096995224
1068,1819.7764245928993
1069,1755.5687426285003
1070,1697.3610408567329
1071,1638.1533355971187
1072,1567.9456482005044
1073,1478.7379909495066
1074,1393.5303167181264
1075,1313.3226240813237
1076,1232.1149244035332
1077,1159.907202133094
1078,1091.6994674881425
1079,1011.4917458924028
1080,918.2840360007394
1081,850.0762838780647
1082,786.8685193429847
1083,732.6607388708071
1084,686.4529452657007
1085,634.2451569304685
1086,566.0373854431818
1087,478.82963158012717
1088,408.62185398042493
1089,351.4140586582507
1090,297.2062574222655
1091,244.9984519171121
1092,189.79064738443412
1093,118.582855652523
1094,31.375074858384323
1095,-40.83272273847251
1096,-105.04052992856305
1097,-181.24833049711015
1098,-224.4561586780328
1099,-298.6639653217135
1100,-396.8717575439514
1101,-503.0795485825074
1102,-585.2873591984389
1103,-656.4951794240624
1104,-726.7030023623083
1105,-802.910823866303
1106,-883.1186453009723
1107,-969.3264658305707
1108,-1061.534285824906
1109,-1141.742114033099
1110,-1215.9499469743023
1111,-1281.1577855183714
1112,-1344.3656261883589
1113,-1417.573463904162
1114,-1504.7812974971166
1115,-1601.9891291423264
1116,-1687.1969671022234
1117,-1773.4048063124792
1118,-1857.6126477043726
1119,-1937.8204917468247
1120,-2027.0283342736366
1121,-2117.236177871673
1122,-2213.444021128991
1123,-2300.651868202578
1124,-2383.8597174545575
1125,-2464.0675684590824
1126,-2539.2754215671157
1127,-2618.4832744975865
1128,-2709.6911254791776
1129,-2815.8989740977995
1130,-2923.10682359981
1131,-3017.31467678264
1132,-3098.5225333331036
1133,-3175.7303912468196
1134,-3268.9382466551324
1135,-3368.146101580962
1136,-3471.353956414823
1137,-3575.561811672087
1138,-3681.769667129178
1139,-3782.9775239280425
1140,-3885.185380966752
1141,-3982.3932391918206
1142,-4081.601097388455
1143,-4081.8089721221477
1144,-4123.016840200609
1145,-4172.224707089888
1146,-4266.432566890144
1147,-4372.640437079506
1148,-4462.832320094836
