,X,X_n,Y_n,X_hat,Res_n,Res_hat
0,6.0,-0.7141231979099406,-0.70954686,6.687767028808594,-0.004576333877195249,-0.6877670288085938
1,0.0,-0.7540466891834363,-1.0646555,-46.68061828613281,0.3106088531902209,46.68061828613281
2,3.0,-0.7340849435466885,-1.1510749,-59.668365478515625,0.41698994277533297,62.668365478515625
3,0.0,-0.7540466891834363,-1.162033,-61.315216064453125,0.40798627266196164,61.315216064453125
4,0.0,-0.7540466891834363,-1.15778,-60.676055908203125,0.40373336204794796,60.676055908203125
5,0.0,-0.7540466891834363,-1.15367,-60.05836486816406,0.3996232641628161,60.05836486816406
6,0.0,-0.7540466891834363,-1.1512827,-59.6995849609375,0.3972359789302722,59.6995849609375
7,0.0,-0.7540466891834363,-1.1500217,-59.51007080078125,0.395974983065404,59.51007080078125
8,0.0,-0.7540466891834363,-1.1493832,-59.41412353515625,0.39533649811057003,59.41412353515625
9,1.0,-0.7473927739711871,-1.1469549,-59.04917907714844,0.39956212009466985,60.04917907714844
10,4.0,-0.7274310283344392,-1.1394982,-57.92852783203125,0.41206720546072684,61.92852783203125
11,0.0,-0.7540466891834363,-1.1448133,-58.727325439453125,0.39076660999564083,58.727325439453125
12,2.0,-0.7407388587589377,-1.1436577,-58.55364990234375,0.40291882556723413,60.55364990234375
13,0.0,-0.7540466891834363,-1.146964,-59.050537109375,0.3929172647884265,59.050537109375
14,0.0,-0.7540466891834363,-1.1485997,-59.29637145996094,0.3945530546596423,59.29637145996094
15,0.0,-0.7540466891834363,-1.1490607,-59.36566162109375,0.39501403698233517,59.36566162109375
16,5.0,-0.7207771131221898,-1.1385181,-57.78123474121094,0.41774098189428965,62.78123474121094
17,0.0,-0.7540466891834363,-1.1442689,-58.6455078125,0.3902221811702624,58.6455078125
18,6.0,-0.7141231979099406,-1.1350883,-57.265777587890625,0.42096512663687335,63.265777587890625
19,5.0,-0.7207771131221898,-1.132516,-56.87919616699219,0.41173891337469737,61.87919616699219
20,5.0,-0.7207771131221898,-1.132206,-56.83259582519531,0.4114288500125758,61.83259582519531
21,5.0,-0.7207771131221898,-1.1323577,-56.85540771484375,0.41158060343817393,61.85540771484375
22,2.0,-0.7407388587589377,-1.138914,-57.840728759765625,0.3981751303081399,59.840728759765625
23,8.0,-0.700815367485442,-1.1292328,-56.38575744628906,0.42841739675863755,64.38575744628906
24,6.0,-0.7141231979099406,-1.1284724,-56.27149963378906,0.4143492494853841,62.27149963378906
25,4.0,-0.7274310283344392,-1.1332576,-56.99064636230469,0.40582659915274344,60.99064636230469
26,4.0,-0.7274310283344392,-1.135537,-57.333221435546875,0.4081059999782439,61.333221435546875
27,15.0,-0.6542379609996969,-1.1130211,-53.94935607910156,0.4587831743305033,68.94935607910156
28,12.0,-0.6741997066364448,-1.1086887,-53.298248291015625,0.43448900548361136,65.29824829101562
29,17.0,-0.6409301305751983,-1.0976819,-51.64405822753906,0.4567517494220551,68.64405822753906
30,14.0,-0.6608918762119462,-1.0998589,-51.97123718261719,0.43896700383108356,65.97123718261719
31,4.0,-0.7274310283344392,-1.1233983,-55.5089111328125,0.3959672756511565,59.5089111328125
32,14.0,-0.6608918762119462,-1.1129344,-53.936309814453125,0.452042474755461,67.93630981445312
33,7.0,-0.7074692826976913,-1.1209474,-55.14056396484375,0.41347807829474037,62.14056396484375
34,4.0,-0.7274310283344392,-1.1319355,-56.79194641113281,0.4045044489223357,60.79194641113281
35,24.0,-0.5943527240894533,-1.0844599,-49.65696716308594,0.4901071767665648,73.65696716308594
36,18.0,-0.6342762153629491,-1.077223,-48.5693359375,0.44294672794302015,66.5693359375
37,1.0,-0.7473927739711871,-1.1193771,-54.90458679199219,0.37198436225928166,55.90458679199219
38,18.0,-0.6342762153629491,-1.1035504,-52.526031494140625,0.46927421874959974,70.52603149414062
39,12.0,-0.6741997066364448,-1.1059384,-52.884918212890625,0.4317387279643853,64.88491821289062
40,17.0,-0.6409301305751983,-1.0965447,-51.47315979003906,0.4556146120090302,68.47315979003906
41,27.0,-0.5743909784527054,-1.0514512,-44.6961669921875,0.47706022775457,71.6961669921875
42,7.0,-0.7074692826976913,-1.0917795,-50.75700378417969,0.3843101877460343,57.75700378417969
43,16.0,-0.6475840457874477,-1.097298,-51.58638000488281,0.44971398029745224,67.58638000488281
44,15.0,-0.6542379609996969,-1.0991155,-51.85951232910156,0.4448775299136942,66.85951232910156
45,20.0,-0.6209683849384505,-1.0816047,-49.22785949707031,0.4606363342235368,69.22785949707031
46,11.0,-0.6808536218486941,-1.0990466,-51.84916687011719,0.4181929660953366,62.84916687011719
47,12.0,-0.6741997066364448,-1.1073757,-53.100921630859375,0.43317603436849905,65.10092163085938
48,16.0,-0.6475840457874477,-1.1011168,-52.1602783203125,0.45353273067892197,68.1602783203125
49,19.0,-0.6276223001506998,-1.0855919,-49.82708740234375,0.45796961211889253,68.82708740234375
50,19.0,-0.6276223001506998,-1.0773531,-48.588897705078125,0.44973081969945894,67.58889770507812
51,19.0,-0.6276223001506998,-1.0743434,-48.13658142089844,0.44672114276617036,67.13658142089844
52,27.0,-0.5743909784527054,-1.0399547,-42.9683837890625,0.4655636838702927,69.9683837890625
53,10.0,-0.6875075370609434,-1.0811485,-49.1593017578125,0.3936409681499331,59.1593017578125
54,33.0,-0.5344674871792097,-1.0180964,-39.68336486816406,0.48362895981175713,72.68336486816406
55,19.0,-0.6276223001506998,-1.0373889,-42.58277893066406,0.40976662063329683,61.58277893066406
56,30.0,-0.5544292328159576,-1.0092431,-38.35282897949219,0.45481389786794135,68.35282897949219
57,23.0,-0.6010066393017026,-1.0205146,-40.046783447265625,0.4195079681278018,63.046783447265625
58,26.0,-0.5810448936649547,-1.0180398,-39.67486572265625,0.43699492891347547,65.67486572265625
59,16.0,-0.6475840457874477,-1.055579,-45.31651306152344,0.4079949012798131,61.31651306152344
60,21.0,-0.6143144697262012,-1.0603241,-46.02964782714844,0.4460096031116284,67.02964782714844
61,42.0,-0.474582250268966,-0.94754875,-29.0809326171875,0.4729664967937171,71.0809326171875
62,52.0,-0.40804309814647305,-0.8144466,-9.077354431152344,0.40640352994724643,61.077354431152344
63,42.0,-0.474582250268966,-0.8029064,-7.3430023193359375,0.3283241437358558,49.34300231933594
64,59.0,-0.36146569166072795,-0.71407765,6.006843566894531,0.35261195983997395,52.99315643310547
65,63.0,-0.3348500308117308,-0.62984014,18.66668701171875,0.29499010476261,44.33331298828125
66,23.0,-0.6010066393017026,-0.80542266,-7.721168518066406,0.20441602438695705,30.721168518066406
67,44.0,-0.4612744198444674,-0.8251699,-10.688934326171875,0.3638955010768583,54.688934326171875
68,112.0,-0.008808185411515358,-0.4092373,51.820526123046875,0.40042910997766007,60.179473876953125
69,65.0,-0.3215422003872322,-0.40934682,51.8040657043457,0.087804618536718,13.195934295654297
70,32.0,-0.5411214023914589,-0.66512096,13.364418029785156,0.12399955689046249,18.635581970214844
71,69.0,-0.29492653953823506,-0.61462593,20.95319366455078,0.31969939124789776,48.04680633544922
72,37.0,-0.5078518263302124,-0.72570837,4.2588958740234375,0.21785653911015623,32.74110412597656
73,37.0,-0.5078518263302124,-0.8131414,-8.881195068359375,0.30528957925221556,45.881195068359375
74,60.0,-0.35481177644847867,-0.7189293,5.277702331542969,0.3641175143230057,54.72229766845703
75,59.0,-0.36146569166072795,-0.6509376,15.496002197265625,0.2894719251643758,43.503997802734375
76,110.0,-0.02211601583601395,-0.32681066,64.20822143554688,0.3046946421420439,45.791778564453125
77,100.0,-0.08865516795850689,-0.18428507,85.62802124023438,0.09562990651392048,14.371978759765625
78,105.0,-0.055385591897260424,-0.11491144,96.05401611328125,0.05952584513734651,8.94598388671875
79,98.0,-0.10196299838300549,-0.12472415,94.57928466796875,0.022761151320974005,3.42071533203125
80,63.0,-0.3348500308117308,-0.33473918,63.016658782958984,-0.00011085239261765523,-0.016658782958984375
81,95.0,-0.12192474401975337,-0.28491086,70.50523376464844,0.16298611365770635,24.494766235351562
82,51.0,-0.41469701335872233,-0.4709451,42.54662322998047,0.056248076696743365,8.453376770019531
83,41.0,-0.4812361654812153,-0.6641589,13.509010314941406,0.18292271522938652,27.490989685058594
84,95.0,-0.12192474401975337,-0.44612506,46.276756286621094,0.3242003163001471,48.723243713378906
85,95.0,-0.12192474401975337,-0.27842838,71.4794692993164,0.15650363170122442,23.520530700683594
86,75.0,-0.25500304826473924,-0.3238855,64.6478271484375,0.06888245216632155,10.3521728515625
87,61.0,-0.3481578612362294,-0.45821494,44.459800720214844,0.1100570774043651,16.540199279785156
88,44.0,-0.4612744198444674,-0.6338362,18.066123962402344,0.17256178992954996,25.933876037597656
89,69.0,-0.29492653953823506,-0.5811985,25.976913452148438,0.28627197396960796,43.02308654785156
90,37.0,-0.5078518263302124,-0.70896775,6.7747955322265625,0.20111591897389525,30.225204467773438
91,45.0,-0.4546205046322181,-0.7601046,-0.910430908203125,0.30548409198261955,45.910430908203125
92,58.0,-0.3681196068729773,-0.6972083,8.542098999023438,0.3290886784587488,49.45790100097656
93,55.0,-0.38808135250972514,-0.6680692,12.921340942382812,0.2799878313167214,42.07865905761719
94,35.0,-0.5211596567547111,-0.7771988,-3.4794692993164062,0.25603913474919515,38.479469299316406
95,73.0,-0.26831087868923786,-0.62969804,18.68804168701172,0.3613871594119584,54.31195831298828
96,45.0,-0.4546205046322181,-0.6786098,11.33721923828125,0.22398928378559807,33.66278076171875
97,57.0,-0.3747735220852266,-0.66676486,13.117362976074219,0.2919913332996001,43.88263702392578
98,35.0,-0.5211596567547111,-0.7764427,-3.3658447265625,0.2552830498302193,38.3658447265625
99,51.0,-0.41469701335872233,-0.75844765,-0.661407470703125,0.34375063373600423,51.661407470703125
100,26.0,-0.5810448936649547,-0.86453545,-16.605072021484375,0.28349055727040906,42.605072021484375
101,38.0,-0.5011979111179632,-0.88056624,-19.014297485351562,0.37936832823903144,57.01429748535156
102,27.0,-0.5743909784527054,-0.9322738,-26.785308837890625,0.3578828266887436,53.785308837890625
103,28.0,-0.5677370632404561,-0.9630505,-31.41064453125,0.39531342141683146,59.41064453125
104,35.0,-0.5211596567547111,-0.93943095,-27.860931396484375,0.41827129531743246,62.860931396484375
105,26.0,-0.5810448936649547,-0.96763766,-32.10005187988281,0.38659276445424695,58.10005187988281
106,16.0,-0.6475840457874477,-1.0326024,-41.863433837890625,0.38501838360250595,57.863433837890625
107,31.0,-0.5477753176037082,-1.0050141,-37.717254638671875,0.4572387443240872,68.71725463867188
108,12.0,-0.6741997066364448,-1.0591663,-45.85565185546875,0.3849666055812676,57.85565185546875
109,34.0,-0.5278135719669603,-1.0012883,-37.157318115234375,0.47347472282521497,71.15731811523438
110,36.0,-0.5145057415424618,-0.9426196,-28.34014892578125,0.42811388021123087,64.34014892578125
111,27.0,-0.5743909784527054,-0.9631611,-31.427276611328125,0.38877013242528535,58.427276611328125
112,18.0,-0.6342762153629491,-1.0232074,-40.45147705078125,0.3889312107082179,58.45147705078125
113,30.0,-0.5544292328159576,-1.004961,-37.70927429199219,0.45053178097798774,67.70927429199219
114,19.0,-0.6276223001506998,-1.0343335,-42.12359619140625,0.40671116733282076,61.12359619140625
115,16.0,-0.6475840457874477,-1.0674316,-47.09782409667969,0.4198475233119786,63.09782409667969
116,17.0,-0.6409301305751983,-1.0796732,-48.93757629394531,0.4387430404681977,65.93757629394531
117,32.0,-0.5411214023914589,-1.016766,-39.48341369628906,0.47564454971883163,71.48341369628906
118,48.0,-0.43465875899547024,-0.8813573,-19.133193969726562,0.4466985532069834,67.13319396972656
119,20.0,-0.6209683849384505,-0.95190644,-29.73583984375,0.3309380577037614,49.73583984375
120,28.0,-0.5677370632404561,-0.981037,-34.113800048828125,0.41329995744283243,62.113800048828125
121,36.0,-0.5145057415424618,-0.94289845,-28.382049560546875,0.42839271073949015,64.38204956054688
122,15.0,-0.6542379609996969,-1.0153782,-39.27485656738281,0.361140275770933,54.27485656738281
123,13.0,-0.6675457914241956,-1.0724686,-47.854827880859375,0.4049228469959094,60.854827880859375
124,40.0,-0.48789008069346457,-0.9715406,-32.68659973144531,0.48365048956562967,72.68659973144531
125,42.0,-0.474582250268966,-0.8855032,-19.756256103515625,0.4109209226054847,61.756256103515625
